case_id,repo_id,variant_id,approach,mapper_scope_enabled,max_iterations,max_minutes,shared_budget_seconds,timeout_seconds,seed,status,success,raw_stop_reason,standardized_stop_reason,duration_seconds,summary_path,error
case_0de800c69510b756,13899,healing_mapper_on,healing,True,1,1,60,120,1337,ok,False,no_progress_no_assertion_failures,no_progress,5.75,C:\Users\garre\Desktop\P2\New folder\artifacts\ablations\case_0de800c69510b756\healing_mapper_on\healing\case_0de800c69510b756\healing_summary.json,
case_0de800c69510b756,13899,healing_mapper_off,healing,False,1,1,60,120,1337,ok,False,no_progress_no_assertion_failures,no_progress,6.641,C:\Users\garre\Desktop\P2\New folder\artifacts\ablations\case_0de800c69510b756\healing_mapper_off\healing\case_0de800c69510b756\healing_summary.json,
case_0de800c69510b756,13899,regen_mapper_on,regen,True,1,1,60,120,1337,error,,,error,,,"FileNotFoundError: EvoSuite jar is not configured. Set --evosuite-jar, EVOSUITE_JAR, or configure tools.evosuite.jar_path / tools.evosuite.download_url."
case_0de800c69510b756,13899,regen_mapper_off,regen,False,1,1,60,120,1337,error,,,error,,,"FileNotFoundError: EvoSuite jar is not configured. Set --evosuite-jar, EVOSUITE_JAR, or configure tools.evosuite.jar_path / tools.evosuite.download_url."
